Unique_Transcript_Header,Orthogroup,Gene_Symbols,Transcript_Header,Seq_Location_of_Transcript,Sample,TPM,NumReads
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_3_R5,18.8547,2183.55
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_3_R5,18.8547,2183.55
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_6_R4,18.2708,3504.57
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_6_R4,18.2708,3504.57
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_3_R3,16.94,1434.45
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_3_R3,16.94,1434.45
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_6_R5,15.8589,1735.33
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_6_R5,15.8589,1735.33
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_4_R1,15.2707,2165.35
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_4_R1,15.2707,2165.35
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_2_R2,13.4044,1190.26
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_2_R2,13.4044,1190.26
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_5_R3,11.3553,805.419
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_5_R3,11.3553,805.419
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_3_R2,10.8723,1915.65
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_3_R2,10.8723,1915.65
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_4_R3,10.142,4724.06
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_4_R3,10.142,4724.06
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_6_R3,9.51483,1058.58
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_6_R3,9.51483,1058.58
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_2_R5,8.70969,905.554
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_2_R5,8.70969,905.554
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_5_R1,8.05031,2846.89
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_5_R1,8.05031,2846.89
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_4_R6,7.97958,581.471
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_4_R6,7.97958,581.471
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_1_R1,7.02811,808.711
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_1_R1,7.02811,808.711
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_4_R5,6.78638,2761.73
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_4_R5,6.78638,2761.73
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_2_R6,6.75872,734.488
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_2_R6,6.75872,734.488
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_2_R3,6.33468,564.815
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_2_R3,6.33468,564.815
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_6_R6,4.87168,301.17
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_6_R6,4.87168,301.17
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_4_R4,4.55361,2267.1
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_4_R4,4.55361,2267.1
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_2_R4,4.29955,582.92
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_2_R4,4.29955,582.92
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_4_R2,4.22384,1559.26
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_4_R2,4.22384,1559.26
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_3_R3,4.12409,908.134
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_3_R3,4.12409,908.134
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_3_R6,4.0784,1833.51
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_3_R6,4.0784,1833.51
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_5_R4,3.91941,281.832
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_5_R4,3.91941,281.832
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_5_R1,3.86859,350.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_5_R1,3.86859,350.0
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_5_R6,3.69028,259.918
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_5_R6,3.69028,259.918
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_3_R6,3.68482,427.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_3_R6,3.68482,427.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_3_R3,3.50772,195.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_3_R3,3.50772,195.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_2_R2,3.50022,202.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_2_R2,3.50022,202.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_4_R3,3.44127,415.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_4_R3,3.44127,415.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_3_R4,3.40374,902.414
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_3_R4,3.40374,902.414
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_6_R2,3.35783,293.164
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_6_R2,3.35783,293.164
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_4_R4,3.35692,432.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_4_R4,3.35692,432.0
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_5_R5,3.2916,168.264
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_5_R5,3.2916,168.264
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_5_R3,3.24376,598.53
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_5_R3,3.24376,598.53
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_4_R2,3.14907,300.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_4_R2,3.14907,300.0
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_1_R4,3.0149,415.929
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_1_R4,3.0149,415.929
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_5_R2,3.00726,1226.24
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_5_R2,3.00726,1226.24
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_4_R5,2.99596,312.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_4_R5,2.99596,312.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_3_R2,2.88088,337.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_3_R2,2.88088,337.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_5_R2,2.81546,359.295
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_1_R1,2.76518,205.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_1_R1,2.76518,205.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_5_R2,2.76204,289.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_5_R2,2.76204,289.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_2_R5,2.68046,185.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_2_R5,2.68046,185.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_1_R6,2.64139,261.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_1_R6,2.64139,261.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_4_R1,2.59879,250.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_4_R1,2.59879,250.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_3_R1,2.49996,230.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_3_R1,2.49996,230.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_3_R4,2.48175,165.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_3_R4,2.48175,165.0
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_2_R1,2.3995,287.251
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_2_R1,2.3995,287.251
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_1_R1,2.37881,690.529
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_1_R1,2.37881,690.529
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_3_R1,2.36067,837.644
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_3_R1,2.36067,837.644
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_2_R4,2.35448,212.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_2_R4,2.35448,212.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_3_R6,2.29251,326.359
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_1_R5,2.21755,136.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_1_R5,2.21755,136.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_6_R3,2.21436,165.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_6_R3,2.21436,165.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_4_R3,2.17976,336.614
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_4_R1,2.0992,779.152
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_4_R1,2.0992,779.152
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_3_R2,2.09088,949.515
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_3_R2,2.09088,949.515
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_4_R5,2.07496,363.548
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_1_R5,2.0549,192.687
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_1_R5,2.0549,192.687
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_5_R1,2.05298,312.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_6_R6,2.01132,319.633
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_6_R6,2.01132,319.633
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_6_R4,1.99708,249.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_6_R4,1.99708,249.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_5_R4,1.98971,91.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_5_R4,1.98971,91.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_2_R2,1.97048,443.021
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_2_R2,1.97048,443.021
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_4_R5,1.96168,257.707
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_3_R5,1.95996,566.09
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_3_R5,1.95996,566.09
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_4_R2,1.95772,229.595
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_4_R4,1.95511,307.677
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_3_R1,1.89277,294.506
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_4_R6,1.89122,360.123
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_4_R6,1.89122,360.123
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_3_R2,1.88015,275.003
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_5_R1,1.87693,207.761
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_4_R4,1.85831,403.491
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_3_R3,1.84017,170.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_6_R4,1.83432,894.158
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_6_R4,1.83432,894.158
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_5_R2,1.80999,319.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_4_R3,1.79507,365.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_6_R5,1.77918,129.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_6_R5,1.77918,129.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_5_R3,1.75475,81.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_5_R3,1.75475,81.0
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_1_R6,1.74454,259.55
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_1_R6,1.74454,259.55
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_4_R1,1.7212,202.285
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_5_R6,1.72051,320.083
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_5_R6,1.72051,320.083
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_5_R5,1.68623,228.886
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_5_R5,1.68623,228.886
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_2_R3,1.66546,98.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_2_R3,1.66546,98.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_6_R5,1.66507,475.409
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_6_R5,1.66507,475.409
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_3_R3,1.64422,112.046
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_4_R2,1.62966,262.08
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_1_R3,1.58547,180.476
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_1_R3,1.58547,180.476
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_6_R4,1.56409,236.077
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_5_R4,1.55296,286.195
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_5_R4,1.55296,286.195
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_1_R4,1.51553,136.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_1_R4,1.51553,136.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_6_R6,1.50636,59.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_6_R6,1.50636,59.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_3_R6,1.48693,291.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_3_R2,1.48563,293.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_6_R1,1.44018,177.537
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_6_R1,1.44018,177.537
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_1_R1,1.41845,132.707
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_4_R3,1.39672,117.505
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_6_R3,1.38266,124.457
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_2_R6,1.36405,97.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_2_R6,1.36405,97.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_1_R5,1.34573,138.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_3_R1,1.33305,155.56
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_5_R3,1.30547,72.4109
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_6_R3,1.30377,378.945
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_6_R3,1.30377,378.945
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_6_R3,1.29919,163.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_5_R3,1.26554,96.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_3_R4,1.24658,137.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_2_R2,1.23339,89.2652
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_1_R2,1.2137,98.0548
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_2_R4,1.20884,136.098
