gene_acc	Homo_seqid	OG	symbol	Actinula_seqid
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.27414
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.3424
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.36823
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.39130
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.4025
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.4413
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.44404
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.46578
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.47293
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.47684
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.5529
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.59559
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.6881
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.70714
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.73353
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.7776
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.83241
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.83411
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.8379
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.859
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.87936
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.91711
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.92319
NP_064448.1	Homo_32451	OG0000001	BARHL1	Ec_actinula_t.96218
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.103501
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.1799
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.18595
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.18760
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.19219
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.2213
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.2440
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.30890
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.31559
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.32294
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.32485
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.4003
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.42139
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.47239
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.49970
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.51341
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.51994
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.56110
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.56158
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.70161
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.72167
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.72179
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.72329
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.72356
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.73232
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.73927
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.74277
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.75822
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.81361
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.83029
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.83142
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.84645
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.85862
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.87958
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.92613
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.93541
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.96790
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.96906
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.972
NP_001362370.1	Homo_58405	OG0000003	HPN	Ec_actinula_t.98901
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.103501
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.1799
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.18595
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.18760
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.19219
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.2213
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.2440
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.30890
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.31559
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.32294
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.32485
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.4003
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.42139
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.47239
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.49970
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.51341
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.51994
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.56110
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.56158
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.70161
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.72167
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.72179
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.72329
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.72356
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.73232
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.73927
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.74277
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.75822
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.81361
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.83029
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.83142
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.84645
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.85862
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.87958
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.92613
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.93541
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.96790
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.96906
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.972
NP_115781.1	Homo_63183	OG0000003	TMPRSS3	Ec_actinula_t.98901
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.22154
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.27877
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.32162
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.39276
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.47921
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.48687
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.51406
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.51872
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.52742
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.52760
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.53025
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.58341
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.66373
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.67042
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.84897
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.92755
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.94573
NP_001167536.1	Homo_28459	OG0000007	FGFR1	Ec_actinula_t.94790
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.124
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.18330
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.19697
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.26880
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.30794
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.32683
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.33872
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.48126
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.48494
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.53426
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.53593
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.54786
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.56333
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.69548
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.746
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.82119
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.84530
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.84567
NP_899233.1	Homo_52858	OG0000009	ASIC2	Ec_actinula_t.94078
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.124
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.18330
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.19697
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.26880
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.30794
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.32683
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.33872
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.48126
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.48494
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.53426
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.53593
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.54786
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.56333
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.69548
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.746
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.82119
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.84530
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.84567
NP_004760.1	Homo_27500	OG0000009	ASIC3	Ec_actinula_t.94078
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.102692
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.1260
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.195
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.2674
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.32920
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.3328
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.37389
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.47709
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.59309
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.67621
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.82954
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.83558
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.84197
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.87799
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.91670
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.93630
NP_001263380.1	Homo_33806	OG0000012	DRGX	Ec_actinula_t.94660
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.102480
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.18100
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.18856
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.19177
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.23410
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.27871
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.32830
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.54960
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.94548
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.95177
NP_001358656.1	Homo_20860	OG0000026	GABRB2	Ec_actinula_t.97540
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.102480
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.18100
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.18856
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.19177
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.23410
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.27871
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.32830
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.54960
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.94548
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.95177
NP_001178250.1	Homo_46682	OG0000026	GABRB3	Ec_actinula_t.97540
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.1490
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.1511
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.1704
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.18405
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.18923
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.28055
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.32589
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.32976
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.52389
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.52754
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.54158
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.54636
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.56669
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.57158
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.6
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.66512
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.67270
NP_060051.2	Homo_16486	OG0000034	CHRNA9	Ec_actinula_t.99588
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.1490
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.1511
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.1704
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.18405
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.18923
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.28055
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.32589
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.32976
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.52389
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.52754
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.54158
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.54636
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.56669
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.57158
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.6
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.66512
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.67270
NP_001289963.1	Homo_36185	OG0000034	CHRNA10	Ec_actinula_t.99588
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.100275
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.18800
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.19947
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.20392
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.20495
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.2151
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.2769
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.48754
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.49946
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.56917
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.59789
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.64398
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.67186
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.77948
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.81431
NP_004077.1	Homo_45056	OG0000045	COCH	Ec_actinula_t.85386
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.1270
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.1502
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.17546
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.17549
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.17549
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.20142
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.36148
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.495
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.52197
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.52285
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.56169
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.81395
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.85347
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.91932
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.97912
NP_919303.1	Homo_7392	OG0000061	OTOF	Ec_actinula_t.97912
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.26762
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.49311
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.49974
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.50828
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.52274
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.65844
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.67296
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.674
NP_000711.1	Homo_13411	OG0000067	CACNA1D	Ec_actinula_t.95289
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.100787
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.3714
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.52211
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.52211
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.65859
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.96011
NP_001165407.1	Homo_34165	OG0000093	CDH23	Ec_actinula_t.99373
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.48110
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.51243
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.52223
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.548
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.65924
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.66002
NP_079005.3	Homo_59956	OG0000096	MYH14	Ec_actinula_t.81155
NP_694593.1	Homo_23756	OG0000110	FYN	Ec_actinula_t.19650
NP_694593.1	Homo_23756	OG0000110	FYN	Ec_actinula_t.4877
NP_694593.1	Homo_23756	OG0000110	FYN	Ec_actinula_t.69564
NP_694593.1	Homo_23756	OG0000110	FYN	Ec_actinula_t.82321
NP_694593.1	Homo_23756	OG0000110	FYN	Ec_actinula_t.83340
NP_542378.1	Homo_63566	OG0000128	TBX1	Ec_actinula_t.27006
NP_542378.1	Homo_63566	OG0000128	TBX1	Ec_actinula_t.4596
NP_542378.1	Homo_63566	OG0000128	TBX1	Ec_actinula_t.48393
NP_542378.1	Homo_63566	OG0000128	TBX1	Ec_actinula_t.53701
NP_542378.1	Homo_63566	OG0000128	TBX1	Ec_actinula_t.85363
NP_000429.2	Homo_11109	OG0000129	PAX3	Ec_actinula_t.3102
NP_000429.2	Homo_11109	OG0000129	PAX3	Ec_actinula_t.33871
NP_000429.2	Homo_11109	OG0000129	PAX3	Ec_actinula_t.48761
NP_000429.2	Homo_11109	OG0000129	PAX3	Ec_actinula_t.54208
NP_000429.2	Homo_11109	OG0000129	PAX3	Ec_actinula_t.68436
NP_001159435.1	Homo_9903	OG0000140	SCN1A	Ec_actinula_t.81767
NP_001159435.1	Homo_9903	OG0000140	SCN1A	Ec_actinula_t.99219
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.103881
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.39524
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.53517
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.53517
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.53967
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.68285
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.68488
