gene_acc	Homo_seqid	OG	symbol	Actinula_seqid
NP_001035.1	Homo_18610	OG0000102	SLC6A3	Ec_actinula_t.93792
NP_001307542.1	Homo_7334	OG0000369	ADCY3	Ec_actinula_t.17755
NP_001307542.1	Homo_7334	OG0000369	ADCY3	Ec_actinula_t.46821
NP_001307542.1	Homo_7334	OG0000369	ADCY3	Ec_actinula_t.98764
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.29967
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.39227
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.57363
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.68149
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.68222
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.69705
NP_705932.2	Homo_46194	OG0000379	SLC24A4	Ec_actinula_t.83377
NP_001276837.1	Homo_25950	OG0000390	CD36	Ec_actinula_t.17657
NP_001276837.1	Homo_25950	OG0000390	CD36	Ec_actinula_t.31357
NP_001276837.1	Homo_25950	OG0000390	CD36	Ec_actinula_t.31766
NP_001276837.1	Homo_25950	OG0000390	CD36	Ec_actinula_t.84231
NP_001276837.1	Homo_25950	OG0000390	CD36	Ec_actinula_t.96112
NP_000163.2	Homo_13144	OG0000470	GNAT1	Ec_actinula_t.52549
NP_000163.2	Homo_13144	OG0000470	GNAT1	Ec_actinula_t.55913
NP_000163.2	Homo_13144	OG0000470	GNAT1	Ec_actinula_t.84472
NP_005263.1	Homo_3268	OG0000470	GNAT2	Ec_actinula_t.52549
NP_005263.1	Homo_3268	OG0000470	GNAT2	Ec_actinula_t.55913
NP_005263.1	Homo_3268	OG0000470	GNAT2	Ec_actinula_t.84472
NP_001095856.1	Homo_25942	OG0000470	GNAT3	Ec_actinula_t.52549
NP_001095856.1	Homo_25942	OG0000470	GNAT3	Ec_actinula_t.55913
NP_001095856.1	Homo_25942	OG0000470	GNAT3	Ec_actinula_t.84472
NP_945343.1	Homo_40856	OG0000500	SYT10	Ec_actinula_t.17642
NP_945343.1	Homo_40856	OG0000500	SYT10	Ec_actinula_t.47314
NP_945343.1	Homo_40856	OG0000500	SYT10	Ec_actinula_t.644
NP_001104489.1	Homo_36728	OG0000514	NAV2	Ec_actinula_t.52113
NP_001104489.1	Homo_36728	OG0000514	NAV2	Ec_actinula_t.528
NP_001104489.1	Homo_36728	OG0000514	NAV2	Ec_actinula_t.528
NP_057353.1	Homo_17524	OG0000547	LEF1	Ec_actinula_t.54218
NP_002215.2	Homo_22392	OG0000701	ITPR3	Ec_actinula_t.26767
NP_002215.2	Homo_22392	OG0000701	ITPR3	Ec_actinula_t.669
NP_015628.2	Homo_28898	OG0000887	TRPA1	Ec_actinula_t.66269
NP_015628.2	Homo_28898	OG0000887	TRPA1	Ec_actinula_t.84956
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.17768
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.27738
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.37685
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.50415
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.50416
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.81080
NP_001240766.1	Homo_34996	OG0000899	PKD2L1	Ec_actinula_t.82249
NP_057690.2	Homo_20168	OG0000964	REEP2	Ec_actinula_t.17759
NP_057690.2	Homo_20168	OG0000964	REEP2	Ec_actinula_t.71683
NP_002065.1	Homo_174	OG0001000	GNB1	Ec_actinula_t.50541
NP_005131.1	Homo_67319	OG0001196	CNGA2	Ec_actinula_t.28297
NP_005131.1	Homo_67319	OG0001196	CNGA2	Ec_actinula_t.67382
NP_001153610.1	Homo_26062	OG0001271	CFAP69	Ec_actinula_t.3145
NP_001153610.1	Homo_26062	OG0001271	CFAP69	Ec_actinula_t.37947
NP_001153610.1	Homo_26062	OG0001271	CFAP69	Ec_actinula_t.47346
NP_001153610.1	Homo_26062	OG0001271	CFAP69	Ec_actinula_t.93448
NP_001153610.1	Homo_26062	OG0001271	CFAP69	Ec_actinula_t.93448
NP_001457.1	Homo_53669	OG0001411	FZD2	Ec_actinula_t.103441
NP_001457.1	Homo_53669	OG0001411	FZD2	Ec_actinula_t.68547
NP_742067.3	Homo_9973	OG0002664	UBR3	Ec_actinula_t.17550
NP_742067.3	Homo_9973	OG0002664	UBR3	Ec_actinula_t.4213
NP_742067.3	Homo_9973	OG0002664	UBR3	Ec_actinula_t.581
NP_660326.2	Homo_31129	OG0002845	NXNL2	Ec_actinula_t.28930
NP_660326.2	Homo_31129	OG0002845	NXNL2	Ec_actinula_t.3673
NP_660326.2	Homo_31129	OG0002845	NXNL2	Ec_actinula_t.46404
NP_149017.2	Homo_47896	OG0003469	BBS4	Ec_actinula_t.27915
NP_149017.2	Homo_47896	OG0003469	BBS4	Ec_actinula_t.32768
NP_149017.2	Homo_47896	OG0003469	BBS4	Ec_actinula_t.83473
NP_001339526.1	Homo_62768	OG0003734	NCAM2	Ec_actinula_t.35823
NP_078925.3	Homo_38131	OG0005610	BBS1	Ec_actinula_t.33038
NP_078925.3	Homo_38131	OG0005610	BBS1	Ec_actinula_t.54784
NP_061336.1	Homo_61198	OG0008892	MKKS	Ec_actinula_t.56997
NP_071430.2	Homo_15532	OG0010534	RTP4	Ec_actinula_t.84371
NP_001248373.1	Homo_55615	OG0013795	GNAL	Ec_actinula_t.7544
